Round,RemainingEnergy(J)
1,24.949166327092854
2,24.902792549763525
3,24.852412538722948
4,24.794792092202858
5,24.74713212015853
6,24.700147936605514
7,24.656098817606722
8,24.595483302635657
9,24.53966663669676
10,24.48827352067486
11,24.44056611553585
12,24.36018434793795
13,24.30379003238741
14,24.238193601104143
15,24.184294416824663
16,24.137114371658928
17,24.07039018689406
18,24.02184436806849
19,23.95673545856256
20,23.894429472304953
21,23.8373068647931
22,23.78805487220457
23,23.729755814178258
24,23.690873226905257
25,23.633799603346077
26,23.58510302563599
27,23.5321013504603
28,23.482118114771893
29,23.433048103075382
30,23.384646457791863
31,23.326678124958434
32,23.27944685700284
33,23.23742647470721
34,23.134654895592917
35,23.079222057174608
36,23.036025677788505
37,22.992761275663575
38,22.929310721901004
39,22.881813066322163
40,22.834597318477055
41,22.764623728326477
42,22.711123294370847
43,22.660800511918136
44,22.5985369662931
45,22.550063931826593
46,22.49118783997296
47,22.420264735280195
48,22.373870684118064
49,22.3260196040807
50,22.255387667083877
51,22.203101038663508
52,22.152715157420204
53,22.0837051940344
54,22.02805924716186
55,21.971277558997983
56,21.921939241021757
57,21.874243354954395
58,21.807588208073952
59,21.73890653311829
60,21.68422502645984
61,21.61563593096195
62,21.546863947573513
63,21.473553623191034
64,21.41039045979183
65,21.35521971107564
66,21.305359450289625
67,21.248718550218634
68,21.21324841762285
69,21.167197596215495
70,21.111157749320657
71,21.0678621643128
72,20.999873058013577
73,20.959465547476274
74,20.869688459413936
75,20.809452670214608
76,20.767566667955233
77,20.70813741274906
78,20.64791181976894
79,20.595729944528426
80,20.55555231993989
81,20.51762786739872
82,20.45761564954891
83,20.412672109961864
84,20.348648118314834
85,20.297420460424206
86,20.23871794780158
87,20.186110275815196
88,20.113847295479786
89,20.0473903424597
90,19.994042147247868
91,19.94851202732361
92,19.89226400995079
93,19.850142097227785
94,19.80223038237229
95,19.7547405384822
96,19.689354170728116
97,19.62720849067942
98,19.56831382066932
99,19.52524569175787
100,19.469113679677925
101,19.41263937335358
102,19.349185617371052
103,19.302710343736607
104,19.25430153235838
105,19.211973843657027
106,19.16801966463635
107,19.101257738263087
108,19.045715355200226
109,19.00397099316267
110,18.943692735976814
111,18.900388566655224
112,18.80336963737236
113,18.760684835827323
114,18.725628564759184
115,18.68387786957035
116,18.640167662453738
117,18.581971687914933
118,18.52521604769636
119,18.487579502311362
120,18.429318107877233
121,18.384570936117328
122,18.342125441845756
123,18.28147062503202
124,18.218669955441218
125,18.164114100118347
126,18.09927881882986
127,18.043785836686368
128,17.994835582951765
129,17.94170763596957
130,17.898031488288616
131,17.841423182498882
132,17.789568499086855
133,17.73674312093989
134,17.668835338792597
135,17.56913434318111
136,17.515424171112805
137,17.458350547553625
138,17.38622916417943
139,17.334712748891395
140,17.267588550149366
141,17.189000293751928
142,17.11766869733689
143,17.06889789414014
144,17.01865511585543
145,16.957812115780172
146,16.914884350634537
147,16.873884414992407
148,16.77418341938092
149,16.72255240024193
150,16.67039682600265
151,16.6212862807036
152,16.569481353228245
153,16.502196206079965
154,16.4523063192849
155,16.404813345118598
156,16.35141548812889
157,16.29492681899232
158,16.235161089509564
159,16.193754983051818
160,16.145959248289948
161,16.094464779992773
162,16.004420648240256
163,15.954036386257872
164,15.888780270605396
165,15.829730576409027
166,15.779278559752298
167,15.724761005819806
168,15.66095182371792
169,15.596750036368455
170,15.547158679983609
171,15.487706899896578
172,15.428745268417865
173,15.376935947422828
174,15.29771295719584
175,15.232237253589789
176,15.18215681598846
177,15.13216434279565
178,15.081338561539246
179,15.036011208426812
180,14.983195451429502
181,14.91950596850574
182,14.873316205110903
183,14.828880530904149
184,14.78396291635909
185,14.72432268938751
186,14.683254649338856
187,14.636126616482336
188,14.565359314893268
189,14.514547907284772
190,14.460811793525226
191,14.398669217004144
192,14.350695598683734
193,14.285705823596432
194,14.240323444830256
195,14.1926163257698
196,14.145458276055429
197,14.10431616085953
198,14.04146903974906
199,13.972859739491382
200,13.919830097450166
