Round,RemainingEnergy(J)
886,5.582411827669301
887,5.538151635918707
888,5.493182219744946
889,5.451140210979552
890,5.413182927911756
891,5.37676944464056
892,5.340481568780658
893,5.296633070874097
894,5.230691346059025
895,5.178845141713999
896,5.141996500732727
897,5.089363794673297
898,5.051729856203923
899,5.008504654709789
900,4.9721472761694585
901,4.936052168932667
902,4.8918908434059905
903,4.858238517823987
904,4.820538808948555
905,4.7811011249972015
906,4.7481047247300685
907,4.703273983587025
908,4.6684807582514845
909,4.623515409233813
910,4.5863395750993465
911,4.555331671804331
912,4.513968646543613
913,4.479259143599485
914,4.440238064449018
915,4.405075632475969
916,4.374197691330849
917,4.343355146867668
918,4.290597869651944
919,4.159171201181002
920,4.126616706775409
921,4.084708178724404
922,4.055138277181453
923,4.007524052748175
924,3.9610986268284045
925,3.925224190905256
926,3.8960371796694
927,3.845841153140104
928,3.8129868907104583
929,3.7911776432413853
930,3.760434459575506
931,3.723017661364313
932,3.6831447594700957
933,3.6522119925600802
934,3.6244060638906705
935,3.589868126500302
936,3.5598980351549687
937,3.5331466487694523
938,3.5024052355797477
939,3.465599256481807
940,3.434270056174935
941,3.4072452253307617
942,3.3777918324719223
943,3.3418414533920067
944,3.314711911391795
945,3.280565290985122
946,3.2570253772212894
947,3.2101050418732764
948,3.1657142356181898
949,3.1404548559266643
950,3.1130020289349316
951,3.0834712666960717
952,3.0492223455442966
953,3.0238998032438102
954,2.9913690139913154
955,2.960462648788377
956,2.9294182673903753
957,2.88935648188059
958,2.8474766675004934
959,2.815906866917905
960,2.776376505214069
961,2.749871357967783
962,2.7225920361690314
963,2.689553455846049
964,2.6663547092652857
965,2.64633247414908
966,2.6250471521596266
967,2.5874301612972332
968,2.562438319802372
969,2.530848886468416
970,2.5005231766449505
971,2.4798790165469087
972,2.4387820557838635
973,2.4051017443989706
974,2.378386107273655
975,2.356048478477935
976,2.3180441044217317
977,2.289023223639317
978,2.252719134819504
979,2.2154965524732635
980,2.185413761482701
981,2.147957184867014
982,2.11710668470529
983,2.0796501080896026
984,2.0525760935889816
985,2.0057967127889538
986,1.9876942414538494
987,1.9586602128249282
988,1.9207114101932978
