Round,RemainingEnergy(J)
1,24.894378683904673
2,24.788757367809342
3,24.683136051714015
4,24.57751473561869
5,24.47189341952336
6,24.36627210342803
7,24.260650787332704
8,24.155029471237377
9,24.04940815514205
10,23.94378683904672
11,23.838165522951392
12,23.732544206856065
13,23.62692289076074
14,23.521301574665408
15,23.41568025857008
16,23.310058942474754
17,23.204437626379423
18,23.098816310284096
19,22.99319499418877
20,22.887573678093442
21,22.781952361998112
22,22.676331045902785
23,22.570709729807458
24,22.46508841371213
25,22.3594670976168
26,22.253845781521473
27,22.148224465426146
28,22.042603149330816
29,21.93698183323549
30,21.831360517140162
31,21.725739201044835
32,21.620117884949504
33,21.514496568854177
34,21.40887525275885
35,21.30325393666352
36,21.197632620568193
37,21.092011304472866
38,20.986389988377535
39,20.88076867228221
40,20.77514735618688
41,20.66952604009155
42,20.563904723996224
43,20.458283407900897
44,20.352662091805566
45,20.24704077571024
46,20.141419459614912
47,20.03579814351958
48,19.930176827424255
49,19.824555511328928
50,19.718934195233597
51,19.61331287913827
52,19.51236054081445
53,19.413154916484835
54,19.31704267282889
55,19.226366591227467
56,19.143156175175907
57,19.05650366039953
58,18.969851145623156
59,18.88319863084678
60,18.796546116070406
61,18.70989360129403
62,18.623241086517655
63,18.53658857174128
64,18.4499360569649
65,18.363283542188526
66,18.27663102741215
67,18.189978512635776
68,18.1033259978594
69,18.016673483083025
70,17.93002096830665
71,17.843368453530275
72,17.7567159387539
73,17.670063423977524
74,17.58341090920115
75,17.496758394424774
76,17.410105879648395
77,17.32345336487202
78,17.236800850095644
79,17.15014833531927
80,17.063495820542894
81,16.97684330576652
82,16.890190790990143
83,16.803538276213768
84,16.716885761437393
85,16.630233246661017
86,16.54358073188464
87,16.456928217108263
88,16.370275702331888
89,16.283623187555513
90,16.196970672779138
91,16.110318158002762
92,16.023665643226387
93,15.93701312845001
94,15.850360613673635
95,15.76370809889726
96,15.677055584120884
97,15.590403069344507
98,15.503750554568132
99,15.417098039791757
100,15.330445525015381
101,15.243793010239004
102,15.15714049546263
103,15.070487980686254
104,14.983835465909879
105,14.897182951133503
106,14.810530436357126
107,14.731675553915329
108,14.656567512458956
109,14.570839135260137
110,14.484337208751406
111,14.397835282242676
112,14.311333355733945
113,14.224831429225214
114,14.138329502716482
115,14.05304668813743
116,13.968866117468869
117,13.884685546800307
118,13.800504976131746
119,13.719737171402627
120,13.639340274549927
121,13.558943377697226
122,13.478546480844527
123,13.398149583991826
124,13.317752687139125
125,13.237355790286424
126,13.156958893433725
127,13.076561996581024
128,12.996165099728323
129,12.915768202875622
130,12.835371306022923
131,12.754974409170222
132,12.674577512317521
133,12.59418061546482
134,12.513783718612121
135,12.43338682175942
136,12.35298992490672
137,12.272593028054018
138,12.19219613120132
139,12.111799234348618
140,12.031402337495917
141,11.951005440643216
142,11.870608543790517
143,11.790211646937816
144,11.709814750085116
145,11.629417853232415
146,11.549020956379715
147,11.468624059527015
148,11.388227162674314
149,11.307830265821613
150,11.227433368968914
151,11.147036472116213
152,11.066639575263512
153,10.986242678410811
154,10.905845781558112
155,10.825448884705411
156,10.74505198785271
157,10.664655091000009
158,10.584258194147308
159,10.505384274852066
160,10.427535092790052
161,10.349685910728036
162,10.27183672866602
163,10.193987546604006
164,10.11613836454199
165,10.038289182479975
166,9.960440000417961
167,9.885577209226325
168,9.810881167826427
169,9.736185126426529
170,9.665741880149147
171,9.591908970137347
172,9.518076060125546
173,9.444243150113746
174,9.371145034158918
175,9.31706743324803
176,9.261338069543426
177,9.20560870583882
178,9.149879342134215
179,9.094149978429611
180,9.038420614725005
181,8.9826912510204
182,8.93393978784776
183,8.879002096114696
184,8.824064404381634
185,8.76912671264857
186,8.71683538178564
187,8.663331944650832
188,8.609828507516022
189,8.556325070381215
190,8.502821633246407
191,8.449318196111598
192,8.396540813575566
193,8.346410059074326
194,8.29670505022153
195,8.248893823973539
196,8.201082597725549
197,8.153271371477558
198,8.105460145229568
199,8.057648918981577
200,8.009837692733587
